t,3xMe,3xVr,3xMx,3xMi,3xUM,3xLM,3yMe,3yVr,3yMx,3yMn,3yUM,3yLM,3zMe,3zVr,3zMx,3zMi,3zUM,3zLM,3dxMe,3dxVr,3dxMx,3dxMi,3dxUM,3dxLM,3dyMe,3dyVr,3dyMx,3dyMn,3dyUM,3dyLM,3dzMe,3dzVr,3dzMx,3dzMi,3dzUM,3dzLM
1493744071981.0,0.04969,0.0007929848999999999,0.1129,0.0198,0.02275,0.08533333333333333,0.04002,0.0005823735999999998,0.0962,0.0163,0.016399999999999998,0.06979999999999999,0.05042,0.0007982616,0.1123,0.013999999999999999,0.01875,0.08576666666666667,-0.03363000000000001,-0.003630420700000001,-0.10500000000000001,0.0009000000000000015,0.002149999999999999,-0.08970000000000002,-0.013990000000000002,-0.0027395993,-0.07480000000000002,0.011299999999999998,0.009149999999999998,-0.05703333333333334,-0.009109999999999993,-0.00042633850000000023,-0.008800000000000002,-0.0015000000000000013,-0.0019000000000000024,-0.01763333333333332
1493744081988.0,0.05068,0.0015980936,0.1155,0.0078,0.0086,0.09843333333333333,0.04279000000000001,0.002844528900000001,0.1904,0.0057,0.00745,0.10460000000000001,0.037520000000000005,0.0006541236,0.0845,0.01,0.01055,0.07236666666666668,0.0009900000000000048,0.0008051087000000001,0.002600000000000005,-0.012000000000000002,-0.01415,0.0131,0.0027700000000000086,0.002262155300000001,0.09420000000000002,-0.010599999999999998,-0.008949999999999998,0.034800000000000025,-0.012899999999999995,-0.00014413799999999993,-0.02779999999999999,-0.003999999999999998,-0.008199999999999999,-0.013399999999999995
1493744091993.0,0.04222,0.00024549759999999994,0.077,0.0189,0.0237,0.06246666666666667,0.03051,0.00020138490000000002,0.0563,0.0129,0.01295,0.04950000000000001,0.03532999999999999,6.741610000000001e-05,0.0509,0.0233,0.02435,0.044899999999999995,-0.008460000000000002,-0.0013525960000000002,-0.038500000000000006,0.0111,0.015099999999999999,-0.03596666666666666,-0.01228000000000001,-0.002643144000000001,-0.1341,0.0072,0.0055,-0.0551,-0.0021900000000000114,-0.0005867075000000001,-0.033600000000000005,0.013300000000000001,0.0138,-0.02746666666666668
1493744101975.0,0.042,0.000310864,0.0755,0.0161,0.01865,0.06286666666666667,0.039749999999999994,0.0014393404999999998,0.1392,0.0054,0.0064,0.08493333333333335,0.037779999999999994,0.0006149996,0.0982,0.0125,0.01435,0.07056666666666667,-0.00021999999999999797,6.536640000000005e-05,-0.0015000000000000013,-0.0028000000000000004,-0.005049999999999999,0.0003999999999999976,0.009239999999999995,0.0012379555999999998,0.08289999999999999,-0.0075,-0.006549999999999999,0.03543333333333334,0.002450000000000001,0.0005475835,0.047299999999999995,-0.0108,-0.01,0.02566666666666667
1493744111982.0,0.04223,0.0006509561000000001,0.1081,0.0148,0.0187,0.07253333333333334,0.04190999999999999,0.0006768289000000001,0.1081,0.0156,0.016149999999999998,0.07293333333333334,0.0454,0.000321924,0.0753,0.01,0.0159,0.06413333333333333,0.0002299999999999941,0.0003400921000000001,0.032600000000000004,-0.001299999999999999,5.000000000000143e-05,0.00966666666666667,0.0021599999999999953,-0.0007625115999999998,-0.03109999999999999,0.010199999999999999,0.009749999999999998,-0.01200000000000001,0.007620000000000009,-0.00029307559999999994,-0.02289999999999999,-0.0025000000000000005,0.001550000000000001,-0.006433333333333333
1493744121987.0,0.22986,0.0519191544,0.773,0.013000000000000001,0.013600000000000001,0.5082333333333334,0.24924999999999997,0.06565690649999999,0.7604,0.0152,0.015349999999999999,0.5779666666666666,0.22213,0.036926128100000004,0.5138,0.0169,0.01755,0.45543333333333336,0.18763000000000002,0.0512681983,0.6649,-0.0017999999999999995,-0.0051,0.4357000000000001,0.20733999999999997,0.06498007759999999,0.6523,-0.0003999999999999993,-0.0007999999999999986,0.5050333333333333,0.17673,0.0366042041,0.4385,0.006899999999999998,0.0016499999999999987,0.39130000000000004
1493744131993.0,0.14534000000000002,0.0029749664000000005,0.2436,0.0578,0.07335,0.20626666666666668,0.12572,0.0033544976000000003,0.2288,0.0482,0.050949999999999995,0.2027,0.15327,0.0027356461,0.2493,0.0704,0.0901,0.21706666666666666,-0.08451999999999998,-0.048944188,-0.5294,0.04479999999999999,0.05975,-0.3019666666666667,-0.12352999999999997,-0.06230240889999999,-0.5316,0.033,0.03559999999999999,-0.37526666666666664,-0.06886,-0.034190482,-0.26450000000000007,0.053500000000000006,0.07255,-0.2383666666666667
1493744141975.0,0.16392,0.0095118856,0.4008,0.0358,0.0479,0.27166666666666667,0.06148,0.0007231716,0.113,0.0227,0.027049999999999998,0.09543333333333333,0.15180999999999997,0.0021829509,0.2295,0.0605,0.08940000000000001,0.2039,0.018579999999999985,0.0065369192,0.15719999999999998,-0.022,-0.02545,0.06539999999999999,-0.06423999999999999,-0.0026313260000000002,-0.1158,-0.0255,-0.023899999999999998,-0.10726666666666666,-0.0014600000000000168,-0.0005526951999999998,-0.019799999999999984,-0.009900000000000006,-0.0006999999999999923,-0.01316666666666666
1493744151987.0,0.10781999999999999,0.003923817599999999,0.2588,0.0318,0.0403,0.18530000000000002,0.07987,0.0030040060999999996,0.2312,0.031,0.0311,0.13626666666666667,0.12108999999999999,0.003124016900000001,0.2207,0.0575,0.057749999999999996,0.19440000000000002,-0.056100000000000025,-0.005588068000000002,-0.14200000000000002,-0.003999999999999997,-0.007599999999999996,-0.08636666666666665,0.018389999999999997,0.0022808344999999995,0.11819999999999999,0.008299999999999998,0.0040500000000000015,0.040833333333333346,-0.030719999999999983,0.0009410660000000008,-0.008800000000000002,-0.0029999999999999957,-0.03165000000000001,-0.00949999999999998
1493744161987.0,0.13836,0.005064620400000002,0.3093,0.0235,0.051699999999999996,0.21693333333333334,0.06191,0.0002962149,0.0792,0.0247,0.03455,0.07696666666666667,0.13695,0.0033686484999999994,0.2587,0.0232,0.0613,0.20073333333333335,0.030540000000000025,0.0011408028000000027,0.050500000000000045,-0.008300000000000002,0.011399999999999993,0.03163333333333332,-0.017959999999999997,-0.0027077912,-0.15199999999999997,-0.0063,0.003449999999999998,-0.059300000000000005,0.01586,0.0002446315999999984,0.03799999999999998,-0.034300000000000004,0.0035500000000000045,0.00633333333333333
1493744171995.0,0.13163,0.003082876100000001,0.249,0.0217,0.05705,0.19240000000000002,0.07146,0.0012285024000000002,0.1537,0.0214,0.02525,0.1095,0.16763,0.010433842100000004,0.4131,0.0249,0.057249999999999995,0.2931333333333333,-0.006730000000000014,-0.0019817443000000007,-0.06030000000000002,-0.0017999999999999995,0.005350000000000001,-0.024533333333333324,0.009549999999999996,0.0009322875000000001,0.0745,-0.003300000000000001,-0.009299999999999996,0.03253333333333333,0.030680000000000013,0.007065193600000004,0.15440000000000004,0.0017000000000000001,-0.004050000000000005,0.09239999999999995
1493744181976.0,0.09173,0.0020394821,0.1527,0.0096,0.023549999999999998,0.1435,0.06623000000000001,0.0012350400999999998,0.1162,0.015,0.01595,0.10343333333333334,0.10722000000000001,0.0058859436000000005,0.2518,0.0195,0.02175,0.20423333333333335,-0.03989999999999999,-0.0010433940000000009,-0.0963,-0.012100000000000001,-0.0335,-0.04890000000000003,-0.005229999999999985,6.537699999999624e-06,-0.037500000000000006,-0.0063999999999999994,-0.009300000000000003,-0.006066666666666665,-0.06040999999999999,-0.004547898500000003,-0.1613,-0.0053999999999999986,-0.0355,-0.08889999999999995
1493744191983.0,0.11810000000000002,0.0023440659999999997,0.2349,0.06,0.06509999999999999,0.17556666666666665,0.07013,0.0006266141,0.1323,0.0367,0.0441,0.09883333333333333,0.16033000000000003,0.0036354920999999998,0.2524,0.0666,0.0781,0.2398,0.02637000000000002,0.00030458389999999964,0.0822,0.0504,0.04154999999999999,0.03206666666666666,0.003899999999999987,-0.0006084259999999998,0.016100000000000003,0.021700000000000004,0.02815,-0.004600000000000007,0.05311000000000002,-0.0022504515000000007,0.0005999999999999894,0.0471,0.056350000000000004,0.03556666666666666
1493744201989.0,0.12962,0.0023169956000000003,0.2235,0.0599,0.06745,0.1879666666666667,0.08671000000000001,0.0023860189,0.1946,0.0328,0.0369,0.15,0.16460999999999998,0.0030583328999999994,0.2748,0.0762,0.09175,0.22960000000000003,0.011519999999999989,-2.70703999999994e-05,-0.011399999999999993,-9.999999999999593e-05,0.002350000000000005,0.01240000000000005,0.01658000000000001,0.0017594048,0.062299999999999994,-0.0039000000000000007,-0.007199999999999998,0.051166666666666666,0.0042799999999999505,-0.0005771592000000003,0.022399999999999975,0.009599999999999997,0.013649999999999995,-0.010199999999999987
1493744211974.0,0.11387,0.0036478661,0.2106,0.0268,0.03255,0.18103333333333335,0.04690999999999999,0.0004338049,0.0806,0.0103,0.01325,0.07013333333333334,0.12250999999999998,0.004425224900000001,0.1974,0.0199,0.020950000000000003,0.1845,-0.015750000000000014,0.0013308704999999998,-0.012899999999999995,-0.033100000000000004,-0.034899999999999994,-0.006933333333333347,-0.039800000000000016,-0.001952214,-0.11399999999999999,-0.022500000000000003,-0.023650000000000004,-0.07986666666666666,-0.0421,0.0013668920000000015,-0.0774,-0.0563,-0.0708,-0.04510000000000003
1493744221977.0,0.11711000000000002,0.001550884900000001,0.21600000000000005,0.0716,0.0727,0.16036666666666669,0.061149999999999996,0.00031857650000000006,0.0956,0.0357,0.03805,0.08240000000000001,0.12931,0.0026217469,0.2403,0.0665,0.0722,0.19660000000000002,0.0032400000000000206,-0.002096981199999999,0.005400000000000044,0.04479999999999999,0.04015,-0.020666666666666667,0.014240000000000003,-0.00011522839999999996,0.015,0.025400000000000002,0.024800000000000003,0.012266666666666676,0.006800000000000028,-0.0018034780000000007,0.04290000000000002,0.0466,0.05125,0.012100000000000027
1493744231982.0,0.11573,0.0034141461000000003,0.2312,0.0473,0.05355,0.19486666666666666,0.05778000000000001,0.0005105276000000001,0.0917,0.0183,0.028999999999999998,0.08390000000000002,0.15444999999999998,0.0011070285,0.2124,0.1018,0.1043,0.19373333333333334,-0.00138000000000002,0.0018632611999999994,0.015199999999999936,-0.024299999999999995,-0.01915,0.034499999999999975,-0.003369999999999984,0.00019195110000000003,-0.0039000000000000007,-0.017400000000000002,-0.009050000000000002,0.0015000000000000013,0.025139999999999968,-0.0015147184,-0.027900000000000008,0.0353,0.032100000000000004,-0.002866666666666684
1493744241991.0,0.12396,0.0016666124000000002,0.1815,0.0589,0.0688,0.17343333333333333,0.06956,0.0003617364,0.1086,0.048,0.049100000000000005,0.0931,0.13112,0.0029993056000000005,0.2338,0.075,0.0766,0.20926666666666668,0.008230000000000001,-0.0017475337000000001,-0.049699999999999994,0.0116,0.01525,-0.021433333333333332,0.011779999999999985,-0.00014879120000000007,0.0169,0.0297,0.020100000000000007,0.009199999999999986,-0.02332999999999999,0.0018922771000000004,0.021400000000000002,-0.026800000000000004,-0.027700000000000002,0.015533333333333343
1493744251998.0,0.1131,0.008602401999999999,0.302,0.002,0.0020499999999999997,0.2265,0.10596999999999997,0.0131173401,0.3636,0.0027,0.0028,0.2508333333333333,0.18694000000000002,0.032781710400000004,0.5929,0.0081,0.00865,0.4150666666666667,-0.010859999999999995,0.006935789599999999,0.1205,-0.0569,-0.06675,0.05306666666666668,0.03640999999999997,0.0127556037,0.255,-0.0453,-0.04630000000000001,0.15773333333333328,0.055820000000000036,0.029782404800000002,0.3591,-0.0669,-0.06795,0.2058
1493744261977.0,0.04675,0.005640268499999999,0.2,0.0015,0.0015999999999999999,0.15093333333333334,0.01968,0.0009146475999999999,0.0819,0.0014,0.0014,0.05936666666666667,0.01002,1.6376e-06,0.0121,0.0076,0.0081,0.011466666666666667,-0.06635,-0.0029621334999999993,-0.10199999999999998,-0.0005,-0.0004499999999999999,-0.07556666666666667,-0.08628999999999996,-0.012202692499999999,-0.28169999999999995,-0.0013000000000000002,-0.0014,-0.19146666666666662,-0.17692000000000002,-0.032780072800000004,-0.5808,-0.0004999999999999996,-0.0005500000000000001,-0.4036
1493744271992.0,0.0018800000000000002,8.360000000000003e-08,0.0025,0.0014,0.00155,0.0022333333333333337,0.0023799999999999997,5.236000000000001e-07,0.0034,0.0012,0.0012499999999999998,0.0031999999999999997,0.00848,3.3815999999999995e-06,0.0115,0.006,0.0063,0.010933333333333331,-0.04487,-0.005640184899999999,-0.1975,-0.00010000000000000005,-4.9999999999999914e-05,-0.1487,-0.0173,-0.0009141239999999999,-0.0785,-0.0002000000000000001,-0.00015000000000000018,-0.05616666666666667,-0.0015399999999999997,1.7439999999999995e-06,-0.0005999999999999998,-0.0015999999999999999,-0.0017999999999999995,-0.0005333333333333353
1493744281987.0,0.27610000000000007,0.13694958400000004,1.1645,0.0012,0.00135,0.7508,0.17860000000000004,0.05988882200000001,0.8056,0.0018,0.00285,0.4782,0.133,0.009220912000000001,0.2918,0.0073,0.0078,0.25333333333333335,0.2742200000000001,0.13694950040000003,1.1620000000000001,-0.0002000000000000001,-0.00019999999999999987,0.7485666666666667,0.17622000000000004,0.059888298400000005,0.8022,0.0006000000000000001,0.0016000000000000003,0.47500000000000003,0.12452,0.009217530400000002,0.2803,0.0013,0.0014999999999999996,0.24240000000000003
1493744291993.0,0.16432,0.011555253599999997,0.4649,0.0828,0.0834,0.2843333333333333,0.14306999999999997,0.0088256941,0.3792,0.0381,0.0513,0.2549333333333333,0.18448,0.011865943600000003,0.3745,0.051,0.053599999999999995,0.3371,-0.11178000000000007,-0.12539433040000003,-0.6996000000000001,0.08159999999999999,0.08205,-0.4664666666666667,-0.03553000000000006,-0.051063127900000005,-0.4264,0.0363,0.04845,-0.22326666666666672,0.05148,0.002645031600000002,0.0827,0.043699999999999996,0.045799999999999993,0.08376666666666666
1493744302753.0,0.11723999999999998,0.0059060364,0.2862,0.0452,0.047799999999999995,0.22256666666666666,0.12093000000000001,0.018472298100000003,0.5144,0.031,0.03565,0.2589666666666666,0.13973,0.009863118100000002,0.3561,0.0318,0.03565,0.2770333333333333,-0.04708000000000001,-0.005649217199999997,-0.17869999999999997,-0.0376,-0.03560000000000001,-0.061766666666666664,-0.022139999999999965,0.009646604000000003,0.1352,-0.007100000000000002,-0.015649999999999997,0.004033333333333333,-0.04475000000000001,-0.002002825500000001,-0.018399999999999972,-0.019199999999999995,-0.017949999999999994,-0.06006666666666671
1493744308981.0,0.08901,0.0089703369,0.2916,0.0024,0.00275,0.21303333333333332,0.05847,0.0034985561000000004,0.1741,0.0043,0.00505,0.14236666666666667,0.10178000000000001,0.013205405600000001,0.3943,0.0018,0.0058,0.2503,-0.028229999999999977,0.0030643005000000004,0.005400000000000016,-0.0428,-0.04504999999999999,-0.009533333333333338,-0.06246000000000001,-0.014973742000000002,-0.34029999999999994,-0.0267,-0.030600000000000002,-0.11659999999999995,-0.037949999999999984,0.003342287499999999,0.038199999999999956,-0.030000000000000002,-0.02985,-0.026733333333333276
1493744318989.0,0.30261,0.0322324509,0.5905,0.0626,0.06895000000000001,0.5203333333333333,0.26000999999999996,0.0185250929,0.4732,0.0515,0.05565,0.4248,0.43398000000000003,0.1480679576,1.3955,0.0949,0.10695,0.908,0.21359999999999998,0.023262114,0.2989,0.060200000000000004,0.06620000000000001,0.3073,0.20153999999999997,0.0150265368,0.29910000000000003,0.0472,0.0506,0.2824333333333333,0.33220000000000005,0.134862552,1.0011999999999999,0.0931,0.10115,0.6577
1493744328996.0,0.43155,0.11808155650000003,1.219,0.0136,0.05795,0.8723666666666666,0.35053,0.09541534809999999,1.1197,0.0122,0.04435,0.7436666666666666,0.6748299999999999,0.4983542081,2.5726,0.0234,0.09275,1.5201333333333331,0.12894,0.08584910560000003,0.6285000000000001,-0.049,-0.01100000000000001,0.3520333333333333,0.09052000000000004,0.0768902552,0.6464999999999999,-0.039299999999999995,-0.011299999999999998,0.3188666666666666,0.2408499999999999,0.35028625049999995,1.1771,-0.0715,-0.014200000000000004,0.6121333333333331
1493744338977.0,0.11566000000000001,0.0052443724,0.2914,0.0424,0.04435,0.20579999999999998,0.13317,0.0051206621,0.2256,0.034,0.04265,0.2201,0.14323999999999998,0.0053307064,0.2701,0.0711,0.07394999999999999,0.24116666666666667,-0.31589,-0.11283718410000003,-0.9276000000000001,0.0288,-0.013600000000000001,-0.6665666666666666,-0.21736,-0.09029468599999999,-0.8940999999999999,0.0218,-0.0017000000000000001,-0.5235666666666666,-0.53159,-0.4930235017,-2.3025,0.04769999999999999,-0.01880000000000001,-1.2789666666666664
1493744348987.0,0.19652999999999998,0.0160145121,0.3798,0.038,0.05165,0.3666666666666667,0.29213,0.07201898610000002,0.8101,0.087,0.08829999999999999,0.6702333333333333,0.19901,0.0225250369,0.5995,0.0474,0.06839999999999999,0.37556666666666666,0.08086999999999997,0.0107701397,0.08840000000000003,-0.004400000000000001,0.007300000000000001,0.1608666666666667,0.15896,0.06689832400000001,0.5845,0.05299999999999999,0.04564999999999999,0.4501333333333334,0.055770000000000014,0.0171943305,0.3294,-0.0237,-0.005549999999999999,0.1344
1493744358993.0,0.09222000000000001,0.0046629796000000005,0.2675,0.018000000000000002,0.0216,0.16920000000000002,0.09445,0.008315584499999997,0.33299999999999996,0.0149,0.022449999999999998,0.20196666666666666,0.07404,0.0025325604000000002,0.1613,0.0218,0.02475,0.14213333333333333,-0.10430999999999997,-0.011351532499999999,-0.11230000000000001,-0.019999999999999997,-0.03005,-0.19746666666666668,-0.19768,-0.06370340160000001,-0.4771000000000001,-0.0721,-0.06584999999999999,-0.4682666666666667,-0.12497,-0.0199924765,-0.43820000000000003,-0.025599999999999998,-0.04364999999999999,-0.23343333333333333
1493744368976.0,0.045329999999999995,0.0004581521,0.0797,0.0173,0.01975,0.07433333333333332,0.06124999999999999,0.0008612085000000002,0.1131,0.0271,0.02915,0.10210000000000001,0.05143000000000001,0.0014328221000000005,0.1323,0.0185,0.0206,0.1014,-0.046890000000000015,-0.0042048275,-0.18780000000000002,-0.0007000000000000027,-0.001850000000000001,-0.0948666666666667,-0.033200000000000014,-0.007454375999999997,-0.21989999999999996,0.012199999999999999,0.006700000000000001,-0.09986666666666665,-0.022609999999999984,-0.0010997382999999997,-0.028999999999999998,-0.003300000000000001,-0.004150000000000001,-0.04073333333333333
1493744378982.0,0.03604,0.0003707364,0.0703,0.0084,0.008549999999999999,0.0598,0.041960000000000004,0.0005733244,0.0856,0.0086,0.0137,0.07143333333333333,0.03830000000000001,0.0005583060000000001,0.0852,0.0081,0.009049999999999999,0.06999999999999999,-0.009289999999999993,-8.74157e-05,-0.009399999999999992,-0.0089,-0.011200000000000002,-0.014533333333333322,-0.019289999999999988,-0.0002878841000000002,-0.02750000000000001,-0.0185,-0.015449999999999998,-0.030666666666666675,-0.013130000000000003,-0.0008745161000000005,-0.0471,-0.0104,-0.011550000000000001,-0.03140000000000001
1493744388988.0,0.048229999999999995,0.00043131410000000006,0.0878,0.0167,0.026099999999999998,0.0756,0.039900000000000005,0.0007341419999999999,0.1008,0.0148,0.015600000000000001,0.07756666666666666,0.05316,0.0007229744,0.1007,0.0117,0.0181,0.08773333333333333,0.012189999999999993,6.057770000000005e-05,0.0175,0.0083,0.01755,0.0158,-0.0020599999999999993,0.00016081759999999994,0.015200000000000005,0.006200000000000001,0.0019000000000000006,0.006133333333333324,0.014859999999999991,0.0001646683999999999,0.0155,0.0036000000000000008,0.009050000000000002,0.017733333333333337
1493744398993.0,0.03229,0.0004027749,0.0788,0.0106,0.0116,0.056933333333333336,0.04478,0.0006432815999999999,0.0919,0.0055,0.0104,0.07386666666666665,0.04109,0.0008837029,0.1012,0.0113,0.01225,0.08290000000000002,-0.015939999999999996,-2.8539200000000074e-05,-0.009000000000000008,-0.0060999999999999995,-0.014499999999999999,-0.018666666666666665,0.0048799999999999955,-9.086040000000004e-05,-0.008900000000000005,-0.009300000000000001,-0.0052000000000000015,-0.003700000000000009,-0.012069999999999997,0.00016072850000000002,0.0005000000000000004,-0.00040000000000000105,-0.005850000000000001,-0.0048333333333333145
1493744408976.0,0.03781,0.00042825290000000004,0.0762,0.0049,0.011,0.0635,0.04440000000000001,0.000583478,0.1057,0.0135,0.01785,0.07286666666666668,0.033800000000000004,0.00019701800000000003,0.0608,0.013999999999999999,0.014199999999999999,0.05196666666666666,0.005520000000000004,2.5478000000000057e-05,-0.002599999999999991,-0.0057,-0.0005999999999999998,0.006566666666666665,-0.00037999999999999146,-5.980359999999986e-05,0.013800000000000007,0.008,0.007450000000000002,-0.0009999999999999731,-0.007289999999999998,-0.0006866849,-0.0404,0.0026999999999999993,0.0019499999999999986,-0.030933333333333354
1493744418980.0,0.06942000000000001,0.0030455196,0.2,0.0148,0.0191,0.14233333333333334,0.05868000000000001,0.0005264595999999999,0.0891,0.0225,0.0253,0.08623333333333333,0.06863999999999999,0.0021316684000000003,0.1857,0.0163,0.025,0.12566666666666668,0.031610000000000006,0.0026172667000000003,0.12380000000000001,0.0099,0.0081,0.07883333333333334,0.014280000000000001,-5.701840000000007e-05,-0.016600000000000004,0.009,0.007449999999999998,0.013366666666666652,0.03483999999999999,0.0019346504000000004,0.12490000000000001,0.0023,0.010800000000000002,0.07370000000000002
1493744428987.0,0.048709999999999996,0.0010304608999999998,0.1286,0.0155,0.0191,0.08523333333333333,0.06298000000000001,0.0008709036,0.1212,0.0236,0.02435,0.09749999999999999,0.06573,0.0010856760999999999,0.1427,0.022000000000000002,0.030100000000000002,0.10343333333333334,-0.020710000000000013,-0.0020150587000000004,-0.07140000000000002,0.0006999999999999992,0.0,-0.05710000000000001,0.004299999999999998,0.00034444400000000007,0.032100000000000004,0.0011000000000000003,-0.0009499999999999995,0.011266666666666661,-0.002909999999999996,-0.0010459923000000005,-0.04300000000000001,0.005700000000000004,0.0051,-0.02223333333333334
1493744438993.0,0.05512999999999999,0.004282388100000001,0.2467,0.0078,0.013149999999999998,0.11933333333333333,0.05659000000000001,0.0006159069,0.0955,0.0202,0.02105,0.08693333333333335,0.040830000000000005,0.0002554841,0.064,0.0105,0.017750000000000002,0.06053333333333333,0.006419999999999995,0.0032519272000000013,0.11810000000000001,-0.0077,-0.00595,0.034100000000000005,-0.00639,-0.0002549967,-0.0257,-0.0034000000000000002,-0.003300000000000001,-0.010566666666666641,-0.02489999999999999,-0.0008301919999999999,-0.07869999999999999,-0.011500000000000002,-0.01235,-0.04290000000000001
1493744448977.0,0.015230000000000002,0.00011126410000000003,0.0357,0.0037,0.00485,0.030200000000000005,0.018860000000000005,0.0004224144000000001,0.0787,0.0073,0.0074,0.039933333333333335,0.02329,0.0003871009,0.0719,0.0088,0.0092,0.0504,-0.03989999999999999,-0.004171124000000001,-0.211,-0.0040999999999999995,-0.008299999999999998,-0.08913333333333333,-0.03773,-0.00019349249999999992,-0.016799999999999995,-0.012899999999999998,-0.013649999999999999,-0.047000000000000014,-0.017540000000000004,0.00013161680000000004,0.007900000000000004,-0.0017000000000000001,-0.008550000000000002,-0.010133333333333328
1493744458983.0,0.02328,0.00032078360000000004,0.0539,0.0049,0.005549999999999999,0.049300000000000004,0.02129,0.0004705669,0.0669,0.0065,0.0074,0.048633333333333334,0.031990000000000005,0.0011605489000000003,0.1179,0.0097,0.00975,0.0767,0.008049999999999996,0.0002095195,0.0182,0.0011999999999999997,0.0006999999999999992,0.0191,0.0024299999999999947,4.815249999999988e-05,-0.011800000000000005,-0.0008000000000000004,0.0,0.0087,0.008700000000000003,0.0007734480000000003,0.046,0.0008999999999999998,0.0005500000000000001,0.026300000000000004
1493744468990.0,0.02299,0.0004116289,0.0666,0.0039,0.005,0.04830000000000001,0.03227000000000001,0.0005770861,0.08800000000000001,0.0122,0.0125,0.06380000000000001,0.035719999999999995,0.0012208695999999998,0.1343,0.0097,0.0111,0.07326666666666666,-0.0002899999999999986,9.084529999999998e-05,0.012700000000000003,-0.001,-0.0005499999999999993,-0.000999999999999994,0.010980000000000007,0.00010651920000000003,0.021100000000000008,0.005700000000000001,0.0051,0.015166666666666676,0.0037299999999999903,6.032069999999958e-05,0.016399999999999998,0.0,0.0013500000000000005,-0.003433333333333344
1493744478997.0,0.04885,0.00015203050000000005,0.0729,0.0299,0.03495,0.06430000000000001,0.03864,0.00018957040000000002,0.0619,0.0181,0.02025,0.0567,0.03961,0.0001046609,0.0528,0.0193,0.025349999999999998,0.052,0.025859999999999998,-0.00025959839999999996,0.0063,0.026,0.02995,0.016,0.006369999999999994,-0.0003875157,-0.026100000000000012,0.005900000000000001,0.00775,-0.007100000000000009,0.0038900000000000046,-0.0011162086999999998,-0.0815,0.009600000000000001,0.014249999999999997,-0.021266666666666663
1493744488977.0,0.06412999999999999,0.0007634081000000001,0.114,0.0284,0.032850000000000004,0.10013333333333334,0.05335000000000001,0.0002471305,0.0844,0.032,0.0351,0.0728,0.059660000000000005,0.0018610804000000006,0.1694,0.0177,0.022,0.11106666666666666,0.015279999999999995,0.0006113776,0.0411,-0.0014999999999999979,-0.0020999999999999977,0.03583333333333333,0.014710000000000008,5.7560099999999964e-05,0.022500000000000006,0.0139,0.014849999999999999,0.016100000000000003,0.020050000000000005,0.0017564195000000006,0.1166,-0.0016000000000000007,-0.003349999999999999,0.05906666666666666
1493744498985.0,0.07294999999999999,0.0013228205000000003,0.1249,0.0188,0.02685,0.12043333333333334,0.07827999999999999,0.0039519736,0.2186,0.0054,0.010849999999999999,0.15373333333333333,0.04633999999999999,0.0006729204000000001,0.1148,0.0122,0.01855,0.07366666666666667,0.008819999999999995,0.0005594124000000003,0.010899999999999993,-0.009600000000000001,-0.006000000000000005,0.0203,0.02492999999999998,0.0037048431000000002,0.13419999999999999,-0.0266,-0.02425,0.08093333333333333,-0.013320000000000012,-0.0011881600000000006,-0.054599999999999996,-0.0055,-0.003449999999999998,-0.03739999999999999
1493744508991.0,0.07139000000000001,0.0013031968999999998,0.1286,0.0221,0.02265,0.11676666666666667,0.07246,0.0026596904,0.1671,0.0072,0.011550000000000001,0.13736666666666666,0.044460000000000006,0.0002362464,0.0688,0.0155,0.0216,0.0623,-0.001559999999999978,-1.96236000000005e-05,0.003699999999999995,0.003300000000000001,-0.004199999999999999,-0.0036666666666666653,-0.005819999999999992,-0.0012922832000000005,-0.05149999999999999,0.0017999999999999995,0.0007000000000000027,-0.016366666666666668,-0.0018799999999999858,-0.00043667400000000007,-0.046,0.003299999999999999,0.0030500000000000006,-0.01136666666666667
1493744518998.0,0.051590000000000004,0.0013209829,0.1258,0.0097,0.0112,0.09946666666666666,0.04274000000000001,0.00047879439999999997,0.0881,0.0119,0.0122,0.06873333333333333,0.051969999999999995,0.0007163701,0.0944,0.0182,0.0183,0.08606666666666667,-0.019800000000000005,1.7786000000000104e-05,-0.002799999999999997,-0.012400000000000001,-0.01145,-0.01730000000000001,-0.02971999999999999,-0.002180896,-0.079,0.004700000000000001,0.0006499999999999995,-0.06863333333333334,0.007509999999999989,0.00048012369999999996,0.025599999999999998,0.002700000000000001,-0.003300000000000001,0.023766666666666665
1493744528980.0,0.03785000000000001,0.00031730450000000003,0.0625,0.0077,0.00875,0.05586666666666667,0.03403,0.00030008809999999993,0.0579,0.0067,0.0102,0.05333333333333334,0.03417,0.0007137661,0.10300000000000001,0.0088,0.0112,0.06853333333333333,-0.013739999999999995,-0.0010036784,-0.0633,-0.002,-0.002449999999999999,-0.04359999999999999,-0.00871000000000001,-0.00017870630000000004,-0.030199999999999998,-0.005200000000000001,-0.002,-0.01539999999999999,-0.017799999999999996,-2.6039999999999093e-06,0.00860000000000001,-0.0094,-0.0071,-0.01753333333333333
